PF10322,304,7TM_GPCR_Sru
PF10323,283,7TM_GPCR_Srv
PF10324,318,7TM_GPCR_Srw
PF10328,275,7TM_GPCR_Srx
PF10325,267,7TM_GPCR_Srz
PF10326,307,7TM_GPCR_Str
PF14402,314,7TM_transglut
PF17028,270,8TM_micro
PF07388,492,A-2_8-polyST
PF07966,29,A1_Propeptide
PF08792,33,A2L_zn_ribbon
PF00207,92,A2M
PF07678,249,A2M_comp
PF01835,98,A2M_N
PF07703,133,A2M_N_2
PF07677,88,A2M_recep
PF00004,132,AAA
PF09820,280,AAA-ATPase_like
PF12846,304,AAA_10
PF13086,265,AAA_11
PF13087,199,AAA_12
PF13166,712,AAA_13
PF13173,131,AAA_14
PF13175,405,AAA_15
PF13191,177,AAA_16
PF13207,122,AAA_17
PF13238,129,AAA_18
PF13245,76,AAA_19
PF07724,171,AAA_2
PF13304,303,AAA_21
PF13401,137,AAA_22
PF13476,200,AAA_23
PF13479,205,AAA_24
PF13481,194,AAA_25
PF13500,200,AAA_26
PF13514,1118,AAA_27
PF13521,163,AAA_28
PF13555,61,AAA_29
PF07726,131,AAA_3
PF13604,196,AAA_30
PF13614,154,AAA_31
PF13654,514,AAA_32
PF13671,143,AAA_33
PF13872,300,AAA_34
PF14516,331,AAA_35
PF07728,139,AAA_5
PF12774,231,AAA_6
PF12775,272,AAA_7
PF12780,268,AAA_8
PF12781,224,AAA_9
PF14363,97,AAA_assoc
PF16193,73,AAA_assoc_2
PF09821,119,AAA_assoc_C
PF08298,358,AAA_PrkA
PF04611,145,AalphaY_MDB
PF03306,219,AAL_decarboxy
PF05282,352,AAR2
PF08142,86,AARP2CN
PF03417,226,AAT
PF07247,480,AATase
PF13339,128,AATF-Che1
PF00696,240,AA_kinase
PF00324,479,AA_permease
PF13520,425,AA_permease_2
PF13906,51,AA_permease_C
PF08403,70,AA_permease_N
PF06684,175,AA_synth
PF01490,409,Aa_trans
PF07336,129,ABATE
PF12430,181,ABA_GPCR
PF02496,78,ABA_WDS
PF14156,63,AbbA_antirepres
PF00950,258,ABC-3
PF03109,119,ABC1
PF01061,210,ABC2_membrane
PF12679,288,ABC2_membrane_2
PF12698,345,ABC2_membrane_3
PF12730,230,ABC2_membrane_4
PF13346,206,ABC2_membrane_5
PF06182,229,ABC2_membrane_6
PF09818,448,ABC_ATPase
PF09819,124,ABC_cobalt
PF16962,534,ABC_export
PF00664,274,ABC_membrane
PF06472,282,ABC_membrane_2
PF13748,237,ABC_membrane_3
PF04392,293,ABC_sub_bind
PF00005,137,ABC_tran
PF09822,265,ABC_transp_aux
PF03886,161,ABC_trans_aux
PF06541,148,ABC_trans_CmpB
PF14510,85,ABC_trans_N
PF16949,542,ABC_tran_2
PF16326,76,ABC_tran_CTD
PF12848,85,ABC_tran_Xtn
PF12407,24,Abdominal-A
PF05270,140,AbfB
PF03806,502,ABG_transport
PF00561,256,Abhydrolase_1
PF02230,217,Abhydrolase_2
PF07859,211,Abhydrolase_3
PF08386,103,Abhydrolase_4
PF12695,145,Abhydrolase_5
PF12697,207,Abhydrolase_6
PF12715,388,Abhydrolase_7
PF06259,178,Abhydrolase_8
PF10081,288,Abhydrolase_9
PF15420,209,Abhydrolase_9_N
PF04083,64,Abhydro_lipase
PF02517,92,Abi
PF08843,239,AbiEii
PF09407,295,AbiEi_1
PF09952,143,AbiEi_2
PF11459,253,AbiEi_3
PF13338,124,AbiEi_4
PF10899,190,AbiGi
PF16873,394,AbiGii_2
PF14253,267,AbiH
PF07751,179,Abi_2
PF14355,83,Abi_C
PF07815,77,Abi_HHR
PF16182,371,AbLIM_anchor
PF03992,78,ABM
PF09441,172,Abp2
PF14250,70,AbrB-like
PF16177,55,ACAS_N
PF13000,548,Acatn
PF00887,82,ACBP
PF03255,144,ACCA
PF08326,706,ACC_central
PF13822,61,ACC_epsilon
PF16671,386,ACD
PF14733,91,ACDC
PF06315,561,AceK
PF00871,390,Acetate_kinase
PF09290,138,AcetDehyd-dimer
PF08882,114,Acetone_carb_G
PF02550,198,AcetylCoA_hydro
PF13336,154,AcetylCoA_hyd_C
PF00583,80,Acetyltransf_1
PF13673,117,Acetyltransf_10
PF13720,82,Acetyltransf_11
PF13880,69,Acetyltransf_13
PF03421,177,Acetyltransf_14
PF17013,228,Acetyltransf_15
PF00797,240,Acetyltransf_2
PF13302,138,Acetyltransf_3
PF13420,153,Acetyltransf_4
PF13444,101,Acetyltransf_5
PF13480,142,Acetyltransf_6
PF13508,84,Acetyltransf_7
PF13523,152,Acetyltransf_8
PF13527,128,Acetyltransf_9
PF14542,79,Acetyltransf_CG
PF08674,37,AChE_tetra
PF15270,65,ACI44
PF03767,230,Acid_phosphat_B
PF12689,169,Acid_PPase
PF00330,455,Aconitase
PF06434,204,Aconitase_2_N
PF11791,154,Aconitase_B_N
PF00694,131,Aconitase_C
PF01756,179,ACOX
PF06857,83,ACP
PF05777,90,Acp26Ab
PF06313,90,ACP53EA
PF01648,114,ACPS
PF08545,80,ACP_syn_III
PF08541,90,ACP_syn_III_C
PF10766,48,AcrZ
PF00873,1021,ACR_tran
PF01842,67,ACT
PF09192,282,Act-Frag_cataly
PF05058,633,ActA
PF16102,28,ACTH_assoc
PF00976,19,ACTH_domain
PF00022,407,Actin
PF14408,59,Actino_peptide
PF17003,369,Actin_micro
PF11657,142,Activator-TraM
PF11498,468,Activator_LAG-3
PF01064,86,Activin_recp
PF16840,65,ACTL7A_N
PF10000,70,ACT_3
PF13291,80,ACT_4
PF13710,62,ACT_5
PF13740,76,ACT_6
PF13840,65,ACT_7
PF01643,245,Acyl-ACP_TE
PF00441,150,Acyl-CoA_dh_1
PF08028,134,Acyl-CoA_dh_2
PF12806,124,Acyl-CoA_dh_C
PF02770,97,Acyl-CoA_dh_M
PF02771,113,Acyl-CoA_dh_N
PF14749,125,Acyl-CoA_ox_N
PF12590,131,Acyl-thio_N
PF12186,111,AcylCoA_dehyd_C
PF12418,32,AcylCoA_DH_N
PF00708,90,Acylphosphatase
PF01553,134,Acyltransferase
PF16076,76,Acyltransf_C
PF02551,132,Acyl_CoA_thio
PF00698,319,Acyl_transf_1
PF02273,294,Acyl_transf_2
PF01757,340,Acyl_transf_3
PF16214,415,AC_N
PF09793,89,AD
PF10198,121,Ada3
PF16698,62,ADAM17_MPD
PF08516,115,ADAM_CR
PF05986,114,ADAM_spacer1
PF10199,137,Adaptin_binding
PF01602,526,Adaptin_N
PF00928,264,Adap_comp_sub
PF02805,65,Ada_Zn_binding
PF06314,236,ADC
PF13382,169,Adenine_deam_C
PF03352,177,Adenine_glyco
PF04008,154,Adenosine_kin
PF02438,578,Adeno_100
PF03052,201,Adeno_52K
PF02703,289,Adeno_E1A
PF01691,135,Adeno_E1B_19K
PF01696,387,Adeno_E1B_55K
PF04623,71,Adeno_E1B_55K_N
PF06040,127,Adeno_E3
PF05248,104,Adeno_E3A
PF03376,67,Adeno_E3B
PF04834,104,Adeno_E3_14_5
PF03307,117,Adeno_E3_15_3
PF02440,95,Adeno_E3_CR1
PF02439,38,Adeno_E3_CR2
PF05385,108,Adeno_E4
PF04528,145,Adeno_E4_34
PF06931,113,Adeno_E4_ORF3
PF04881,132,Adeno_GP19K
PF01065,502,Adeno_hexon
PF03678,241,Adeno_hexon_C
PF02456,370,Adeno_IVa2
PF00541,180,Adeno_knob
PF01686,461,Adeno_Penton_B
PF03955,110,Adeno_PIX
PF03910,354,Adeno_PV
PF01310,216,Adeno_PVIII
PF05829,42,Adeno_PX
PF00608,30,Adeno_shaft
PF02459,557,Adeno_terminal
PF03228,122,Adeno_VII
PF16579,117,AdenylateSensor
PF01295,601,Adenylate_cycl
PF00709,412,Adenylsucc_synt
PF12633,199,Adenyl_cycl_N
PF04439,279,Adenyl_transf
PF16812,207,AdHead_fibreRBD
PF09085,110,Adhes-Ig_like
PF04619,139,Adhesin_Dr
PF16747,125,Adhesin_E
PF03257,91,Adhesin_P1
PF08240,109,ADH_N
PF16884,154,ADH_N_2
PF13823,23,ADH_N_assoc
PF00106,195,adh_short
PF13561,241,adh_short_C2
PF00107,130,ADH_zinc_N
PF13602,134,ADH_zinc_N_2
PF11559,152,ADIP
PF15202,79,Adipogenin
PF06377,48,Adipokin_hormo
PF00406,151,ADK
PF05191,35,ADK_lid
PF05221,292,AdoHcyase
PF00670,162,AdoHcyase_NAD
PF08132,51,AdoMetDC_leader
PF02675,106,AdoMet_dc
PF07757,112,AdoMet_MTase
PF01941,396,AdoMet_Synthase
PF03496,190,ADPrib_exo_Tox
PF04587,424,ADP_PFK_GK
PF03747,291,ADP_ribosyl_GH
PF10397,73,ADSL_C
PF08509,48,Ad_cyc_g-alpha
PF16701,186,Ad_Cy_reg
PF06355,131,Aegerolysin
PF17049,396,AEP1
PF01117,365,Aerolysin
PF05110,1227,AF-4
PF14591,127,AF0941-like
PF15017,88,AF1Q
PF14556,91,AF2331-like
PF05775,105,AfaD
PF15339,198,Afaf
PF03969,362,AFG1_ATPase
PF07792,134,Afi1
PF08493,287,AflR
PF01314,382,AFOR_C
PF02730,198,AFOR_N
PF02420,12,AFP
PF03756,133,AfsA
PF08731,111,AFT
PF11786,79,Aft1_HRA
PF11787,71,Aft1_HRR
PF11785,57,Aft1_OSA
PF12249,176,AftA_C
PF12250,427,AftA_N
PF04671,21,Ag332
PF05641,63,Agenet
PF07468,153,Agglutinin
PF05039,91,Agouti
PF10427,137,Ago_hook
PF04647,183,AgrB
PF05931,45,AgrD
PF04730,757,Agro_virD5
PF11440,355,AGT
PF06396,148,AGTRAP
PF09229,135,Aha1_N
PF14412,110,AHH
PF00578,124,AhpC-TSA
PF13911,114,AhpC-TSA_2
PF02682,202,AHS1
PF02626,237,AHS2
PF08327,125,AHSA1
PF09236,87,AHSP
PF15334,324,AIB
PF01808,296,AICARFT_IMPCHas
PF16168,63,AIDA
PF14186,146,Aida_C2
PF08910,103,Aida_N
PF14962,192,AIF-MLS
PF14721,130,AIF_C
PF04548,212,AIG1
PF13772,83,AIG2_2
PF06316,199,Ail_Lom
PF01987,200,AIM24
PF17096,92,AIM3
PF17050,76,AIM5
PF16780,47,AIMP2_LysRS_bd
PF03915,408,AIP3
PF10592,295,AIPR
PF00731,148,AIRC
PF00586,94,AIRS
PF02769,156,AIRS_C
PF15298,193,AJAP1_PANP_C
PF14469,121,AKAP28
PF15304,348,AKAP2_C
PF10469,207,AKAP7_NLS
PF10470,58,AKAP7_RIRII_bdg
PF04988,164,AKAP95
PF05716,692,AKAP_110
PF12443,99,AKNA
PF00490,317,ALAD
PF01262,214,AlaDh_PNT_C
PF05222,136,AlaDh_PNT_N
PF06610,141,AlaE
PF00842,114,Ala_racemase_C
PF01168,219,Ala_racemase_N
PF09135,99,Alb1
PF01918,71,Alba
PF04326,122,AlbA_2
PF08027,35,Albumin_I
PF16720,48,Albumin_I_a
PF11606,93,AlcCBM31
PF00171,462,Aldedh
PF01081,196,Aldolase
PF00596,186,Aldolase_II
PF01263,300,Aldose_epim
PF00248,292,Aldo_ket_red
PF01315,110,Ald_Xan_dh_C
PF02738,523,Ald_Xan_dh_C2
PF03752,42,ALF
PF15924,209,ALG11_N
PF08660,175,Alg14
PF05208,351,ALG3
PF03155,453,Alg6_Alg8
PF11182,179,AlgF
PF13372,397,Alginate_exp
PF05426,271,Alginate_lyase
PF08787,236,Alginate_lyase2
PF16822,268,ALGX
PF13949,294,ALIX_LYPXL_bnd
PF06029,116,AlkA_N
PF14864,126,Alkyl_sulf_C
PF14863,139,Alkyl_sulf_dimr
PF00245,416,Alk_phosphatase
PF03561,140,Allantoicase
PF05953,11,Allatostatin
PF06351,175,Allene_ox_cyc
PF05549,271,Allexi_40kDa
PF04864,363,Alliinase_C
PF15309,136,ALMS_motif
PF11744,469,ALMT
PF04030,260,ALO
PF06401,212,Alpha-2-MRAP_C
PF06400,118,Alpha-2-MRAP_N
PF00128,337,Alpha-amylase
PF02806,96,Alpha-amylase_C
PF02903,120,Alpha-amylase_N
PF09071,67,Alpha-amyl_C
PF07821,58,Alpha-amyl_C2
PF04168,293,Alpha-E
PF14456,303,alpha-hel2
PF06964,167,Alpha-L-AF_C
PF09261,80,Alpha-mann_mid
PF08829,194,AlphaC_N
PF02883,109,Alpha_adaptinC2
PF02296,113,Alpha_adaptin_C
PF01589,504,Alpha_E1_glycop
PF00943,403,Alpha_E2_glycop
PF01563,59,Alpha_E3_glycop
PF03229,126,Alpha_GJ
PF02816,179,Alpha_kinase
PF01120,332,Alpha_L_fucos
PF02232,343,Alpha_TIF
PF09608,227,Alph_Pro_TM
PF15729,418,ALS2CR11
PF15299,218,ALS2CR8
PF10369,74,ALS_ss_C
PF16541,108,AltA1
PF11092,67,Alveol-reg_P311
PF02430,467,AMA-1
PF07344,155,Amastin
PF03913,44,Amb_V_allergen
PF12475,48,Amdo_NSP
PF05111,417,Amelin
PF02948,173,Amelogenin
PF15757,195,Amelotin
PF12190,91,amfpi-1
PF04709,386,AMH_N
PF01425,451,Amidase
PF12123,44,Amidase02_C
PF01510,99,Amidase_2
PF01520,175,Amidase_3
PF05382,142,Amidase_5
PF12671,165,Amidase_6
PF02274,287,Amidinotransf
PF01979,344,Amidohydro_1
PF04909,291,Amidohydro_2
PF07969,474,Amidohydro_3
PF12224,248,Amidoligase_2
PF09663,362,Amido_AtzD_TrzD
PF11741,97,AMIN
PF10706,174,Aminoglyc_resit
PF10023,322,Aminopep
PF00155,363,Aminotran_1_2
PF00202,404,Aminotran_3
PF01063,223,Aminotran_4
PF00266,371,Aminotran_5
PF12897,421,Aminotran_MocR
PF01593,451,Amino_oxidase
PF02293,166,AmiS_UreI
PF01871,157,AMMECR1
PF00909,399,Ammonium_transp
PF14828,448,Amnionless
PF10423,154,AMNp_N
PF02461,238,AMO
PF05145,314,AmoA
PF04896,245,AmoC
PF03782,147,AMOP
PF00501,421,AMP-binding
PF13193,71,AMP-binding_C
PF14535,96,AMP-binding_C_2
PF17113,284,AmpE
PF16561,85,AMPK1_CBM
PF04739,75,AMPKBI
PF05195,125,AMP_N
PF12859,124,ANAPC1
PF03256,185,ANAPC10
PF15243,90,ANAPC15
PF08672,60,ANAPC2
PF12895,82,ANAPC3
PF12896,204,ANAPC4
PF12894,47,ANAPC4_WD40
PF12862,94,ANAPC5
PF04049,148,ANAPC8
PF12856,118,ANAPC9
PF10471,75,ANAPC_CDC26
PF01821,36,ANATO
PF02166,484,Androgen_recep
PF06369,176,Anemone_cytotox
PF03139,111,AnfG_VnfG
PF09582,190,AnfO_nitrog
PF01094,351,ANF_receptor
PF12240,208,Angiomotin_C
PF08174,139,Anillin
PF16018,85,Anillin_N
PF00023,29,Ank
PF07260,345,ANKH
PF12796,86,Ank_2
PF13606,30,Ank_3
PF13637,54,Ank_4
PF13857,56,Ank_5
PF00191,66,Annexin
PF04547,372,Anoctamin
PF16178,222,Anoct_dimer
PF10731,65,Anophelin
PF00212,31,ANP
PF03452,264,Anp1
PF03374,108,ANT
PF08346,68,AntA
PF03861,54,ANTAR
PF07651,280,ANTH
PF09156,287,Anthrax-tox_M
PF03497,176,Anthrax_toxA
PF05587,103,Anth_Ig
PF04715,142,Anth_synt_I_N
PF10796,86,Anti-adapt_IraP
PF15777,59,Anti-TRAP
PF02522,221,Antibiotic_NAT
PF08264,153,Anticodon_1
PF11410,33,Antifungal_pept
PF11402,50,Antifungal_prot
PF11641,224,Antigen_Bd37
PF16364,143,Antigen_C
PF09255,136,Antig_Caf1
PF08105,50,Antimicrobial10
PF08106,16,Antimicrobial11
PF08107,42,Antimicrobial12
PF08108,15,Antimicrobial13
PF08109,31,Antimicrobial14
PF08110,19,Antimicrobial15
PF08129,57,Antimicrobial17
PF08130,60,Antimicrobial18
PF08225,23,Antimicrobial19
PF08256,13,Antimicrobial20
PF14861,30,Antimicrobial21
PF16047,21,Antimicrobial22
PF16048,17,Antimicrobial23
PF16049,25,Antimicrobial24
PF16839,54,Antimicrobial25
PF08018,24,Antimicrobial_1
PF08023,33,Antimicrobial_2
PF08025,37,Antimicrobial_3
PF08024,24,Antimicrobial_4
PF08026,34,Antimicrobial_5
PF08036,39,Antimicrobial_6
PF08102,43,Antimicrobial_7
PF08103,17,Antimicrobial_8
PF08104,24,Antimicrobial_9
PF03230,92,Antirestrict
PF02822,26,Antistasin
PF03589,88,Antiterm
PF05586,93,Ant_C
PF15721,190,ANXA2R
PF03098,514,An_peroxidase
PF01786,215,AOX
PF15001,193,AP-5_subunit_s1
PF15745,276,AP1AR
PF00847,54,AP2
PF14796,148,AP3B1_C
PF14807,100,AP4E_app_platf
PF11289,273,APA3_viroporin
PF02558,152,ApbA
PF08546,125,ApbA_C
PF02424,258,ApbE
PF05839,89,Apc13p
PF05841,124,Apc15p
PF14921,235,APCDDC
PF05972,15,APC_15aa
PF05956,346,APC_basic
PF05923,25,APC_crr
PF16689,52,APC_N_CC
PF16634,57,APC_u13
PF16635,101,APC_u14
PF16636,81,APC_u15
PF16630,100,APC_u5
PF16633,88,APC_u9
PF16977,205,ApeC
PF15360,55,Apelin
PF04110,87,APG12
PF04108,394,APG17
PF04106,193,APG5
PF04111,308,APG6
PF04109,371,APG9
PF01636,240,APH
PF06105,231,Aph-1
PF14557,175,AphA_like
PF04655,252,APH_6_hur
PF05918,519,API5
PF00807,27,Apidaecin
PF11671,146,Apis_Csd
PF05355,77,Apo-CII
PF05778,69,Apo-CIII
PF05418,79,Apo-VLDL-II
PF04711,75,ApoA-II
PF12491,57,ApoB100_C
PF05240,52,APOBEC_C
PF08210,175,APOBEC_N
PF04691,61,ApoC-I
PF15119,94,APOC4
PF01333,118,Apocytochr_F_C
PF16639,155,Apocytochr_F_N
PF05461,313,ApoL
PF01442,194,Apolipoprotein
PF15148,200,Apolipo_F
PF07464,146,ApoLp-III
PF11032,188,ApoM
PF09769,130,ApoO
PF05634,200,APO_RNA-bind
PF10515,52,APP_amyloid
PF12924,57,APP_Cu_bd
PF12925,190,APP_E2
PF02177,100,APP_N
PF12716,54,Apq12
PF12139,82,APS-reductase_C
PF01583,158,APS_kinase
PF03440,87,APT
PF10351,479,Apt1
PF06079,294,Apyrase
PF01261,210,AP_endonuc_2
PF07582,56,AP_endonuc_2_N
PF16399,795,Aquarius_N
PF12489,133,ARA70
PF09206,317,ArabFuran-catal
PF12625,186,Arabinose_bd
PF02610,356,Arabinose_Isome
PF11762,114,Arabinose_Iso_C
PF04602,644,Arabinose_trans
PF14896,385,Arabino_trans_C
PF02311,136,AraC_binding
PF14525,172,AraC_binding_2
PF06719,148,AraC_N
PF06081,141,ArAE_1
PF11728,166,ArAE_1_C
PF10334,229,ArAE_2
PF10337,471,ArAE_2_N
PF09692,400,Arb1
PF09757,174,Arb2
PF03869,50,Arc
PF12942,183,Archaeal_AmoA
PF01951,133,Archease
PF01637,234,Arch_ATPase
PF01917,164,Arch_flagellin
PF04659,95,Arch_fla_DE
PF06819,112,Arc_PepC
PF06847,92,Arc_PepC_II
PF08394,37,Arc_trans_TRASH
PF03079,157,ARD
PF07275,162,ArdA
PF07573,94,AreA_N
PF00798,483,Arena_glycoprot
PF00843,535,Arena_nucleocap
PF06317,2225,Arena_RNA_pol
PF00025,175,Arf
PF14949,105,ARF7EP_C
PF06456,229,Arfaptin
PF01412,117,ArfGap
PF00491,280,Arginase
PF00764,388,Arginosuc_synth
PF01960,375,ArgJ
PF03308,267,ArgK
PF15346,151,ARGLU
PF08699,50,ArgoL1
PF16488,46,ArgoL2
PF16487,84,ArgoMid
PF16486,118,ArgoN
PF11581,129,Argos
PF01316,70,Arg_repressor
PF02863,68,Arg_repressor_C
PF03485,85,Arg_tRNA_synt_N
PF15441,488,ARHGEF5_35
PF01388,87,ARID
PF06770,205,Arif-1
PF15840,62,ARL17
PF11527,116,ARL2_Bind_BART
PF15062,86,ARL6IP6
PF00514,41,Arm
PF10208,145,Armet
PF04826,254,Arm_2
PF16186,53,Arm_3
PF16629,293,Arm_APC_u3
PF07302,218,AroM
PF11723,241,Aromatic_hydrox
PF15684,129,AROS
PF05856,167,ARPC4
PF12120,99,Arr-ms
PF02752,137,Arrestin_C
PF00339,153,Arrestin_N
PF04959,195,ARS2
PF02374,306,ArsA_ATPase
PF02040,423,ArsB
PF03960,110,ArsC
PF06953,123,ArsD
PF03773,294,ArsP_1
PF11449,361,ArsP_2
PF09824,159,ArsR
PF01129,222,ART
PF01606,214,Arteri_env
PF00951,179,Arteri_Gl
PF02497,178,Arteri_GP4
PF16749,130,Arteri_nsp7a
PF01481,116,Arteri_nucleo
PF04161,198,Arv1
PF01731,86,Arylesterase
PF05935,477,Arylsulfotrans
PF14269,299,Arylsulfotran_2
PF00858,354,ASC
PF04266,105,ASCH
PF08688,170,ASD1
PF08687,287,ASD2
PF04729,154,ASF1_hist_chap
PF01671,215,ASFV_360
PF05568,189,ASFV_J13L
PF05293,78,ASFV_L11L
PF06556,131,ASFV_p27
PF15780,98,ASH
PF15323,223,Ashwin
PF09010,85,AsiA
PF08328,115,ASL_C
PF14698,70,ASL_C2
PF05170,608,AsmA
PF13109,214,AsmA_1
PF13502,230,AsmA_2
PF03590,227,AsnA
PF01037,75,AsnC_trans_reg
PF00733,346,Asn_synthase
PF00026,317,Asp
PF06826,167,Asp-Al_Ex
PF05279,243,Asp-B-Hydro_N
PF16993,522,Asp1
PF16929,508,Asp2
PF03780,108,Asp23
PF16996,56,Asp4
PF17000,73,Asp5
PF00710,319,Asparaginase
PF01112,306,Asparaginase_2
PF06089,325,Asparaginase_II
PF14521,148,Aspzincin_M35
PF05118,153,Asp_Arg_Hydrox
PF02261,115,Asp_decarbox
PF01177,224,Asp_Glu_race
PF14669,235,Asp_Glu_race_2
PF09668,124,Asp_protease
PF13650,90,Asp_protease_2
PF06392,22,Asr
PF07100,119,ASRT
PF04958,338,AstA
PF01400,191,Astacin
PF04996,443,AstB
PF04952,291,AstE_AspA
PF03115,416,Astro_capsid_N
PF12226,363,Astro_capsid_p
PF16580,245,Astro_capsid_p2
PF13919,135,ASXH
PF15321,98,ATAD4
PF14196,145,ATC_hydrolase
PF04377,126,ATE_C
PF04376,84,ATE_N
PF16788,222,ATF7IP_BD
PF10377,129,ATG11
PF10033,233,ATG13
PF10186,324,Atg14
PF08614,200,ATG16
PF12744,246,ATG19_autophagy
PF11700,467,ATG22
PF09451,268,ATG27
PF13329,152,ATG2_CAD
PF09795,157,Atg31
PF16420,301,ATG7_N
PF02991,104,Atg8
PF09333,96,ATG_C
PF03078,458,ATHILA
PF07737,218,ATLF
PF03477,86,ATP-cone
PF02222,171,ATP-grasp
PF08442,202,ATP-grasp_2
PF02655,161,ATP-grasp_3
PF13535,184,ATP-grasp_4
PF13549,222,ATP-grasp_5
PF00217,245,ATP-gua_Ptrans
PF02807,72,ATP-gua_PtransN
PF01747,212,ATP-sulfurylase
PF00231,259,ATP-synt
PF05176,256,ATP-synt_10
PF00895,55,ATP-synt_8
PF00119,197,ATP-synt_A
PF00006,213,ATP-synt_ab
PF00306,113,ATP-synt_ab_C
PF02874,69,ATP-synt_ab_N
PF16886,121,ATP-synt_ab_Xtn
PF00430,132,ATP-synt_B
PF00137,63,ATP-synt_C
PF01813,192,ATP-synt_D
PF00401,47,ATP-synt_DE
PF02823,80,ATP-synt_DE_N
PF05680,90,ATP-synt_E
PF04627,49,ATP-synt_Eps
PF08112,56,ATP-synt_E_2
PF01990,91,ATP-synt_F
PF05511,97,ATP-synt_F6
PF04718,100,ATP-synt_G
PF03899,100,ATP-synt_I
PF04911,51,ATP-synt_J
PF05827,276,ATP-synt_S1
PF16594,53,ATP-synt_Z
PF06644,265,ATP11
PF07542,127,ATP12
PF12921,125,ATP13
PF02038,47,ATP1G1_PLM_MAT8
PF12156,86,ATPase-cat_bd
PF09527,54,ATPase_gene1
PF14397,288,ATPgrasp_ST
PF15632,334,ATPgrasp_Ter
PF14305,241,ATPgrasp_TupA
PF14398,259,ATPgrasp_YheCD
PF12966,86,AtpR
PF03029,238,ATP_bind_1
PF03668,284,ATP_bind_2
PF01171,182,ATP_bind_3
PF12424,54,ATP_Ca_trans_C
PF10775,69,ATP_sub_h
PF14960,50,ATP_synth_reg
PF05493,62,ATP_synt_H
PF09830,59,ATP_transf
PF16829,101,ATR13
PF05353,42,Atracotoxin
PF03154,982,Atrophin-1
PF15445,447,ATS
PF06232,125,ATS3
PF11263,253,Attachment_P66
PF03769,120,Attacin_C
PF03768,64,Attacin_N
PF08037,55,Attractin
PF11512,75,Atu4866
PF09759,99,Atx10homo_assoc
PF12547,56,ATXN-1_C
PF08098,27,ATX_III
PF02178,13,AT_hook
PF15187,114,Augurin
PF11583,304,AurF
PF09041,68,Aurora-A_bind
PF03472,149,Autoind_bind
PF00765,181,Autoind_synth
PF03987,55,Autophagy_act_C
PF10381,25,Autophagy_C
PF03986,138,Autophagy_N
PF03797,268,Autotransporter
PF12951,30,Autotrns_rpt
PF06677,40,Auto_anti-p27
PF15336,216,Auts2
PF02041,167,Auxin_BP
PF05703,255,Auxin_canalis
PF02519,91,Auxin_inducible
PF05564,118,Auxin_repressed
PF06507,83,Auxin_resp
PF02309,240,AUX_IAA
PF03708,246,Avian_gp85
PF01382,115,Avidin
PF11599,237,AviRa
